DATA ENTRADA;DATA ULTIMA SAIDA;;LOJA/FILIAL;;;ADULTO/INFANTIL;;;GENERO;NUMERACAO/CALC;;ENTRADA ESTOQUE;TOTAL DE SAIDA;ID_PROD;NOME PROD;COLEÇÃO;;;VALOR UNITARIO;VALOR REPASSE
07/01/2017;29/01/2017;22;Infantil;;;infantil;;;masculino;13;;346;47;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
07/01/2017;06/02/2017;30;Infantil;;;infantil;;;feminino;25;;305;70;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
07/01/2017;10/01/2017;3;Infantil;;;infantil;;;masculino;16;;289;92;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
07/01/2017;25/01/2017;18;franquia;;;adulto;;;masculino;37;;56;96;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
07/01/2017;13/01/2017;6;franquia;;;infantil;;;unisex;16;;150;37;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
08/01/2017;02/02/2017;25;Infantil;;;infantil;;;unisex;29;;207;58;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
08/01/2017;09/02/2017;32;franquia;;;infantil;;;feminino;19;;142;39;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
08/01/2017;27/01/2017;19;franquia;;;infantil;;;unisex;23;;171;77;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
08/01/2017;10/01/2017;2;Infantil;;;adulto;;;feminino;37;;55;41;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
08/01/2017;17/01/2017;9;Infantil;;;infantil;;;feminino;26;;228;77;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
08/01/2017;06/02/2017;29;franquia;;;adulto;;;masculino;40;;73;74;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
08/01/2017;23/01/2017;15;franquia;;;adulto;;;feminino;44;;240;60;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2020;30/01/2020;22;franquia;;;infantil;;;unisex;27;;335;91;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
08/01/2017;24/01/2017;16;franquia;;;adulto;;;feminino;38;;88;58;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
08/01/2020;12/02/2020;35;franquia;;;adulto;;;unisex;30;;306;83;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
08/01/2017;14/01/2017;6;Infantil;;;infantil;;;unisex;23;;245;90;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;10/01/2017;2;franquia;;;infantil;;;unisex;25;;226;95;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
08/01/2017;18/01/2017;10;Infantil;;;infantil;;;unisex;22;;318;46;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
08/01/2017;06/02/2017;29;Infantil;;;infantil;;;feminino;27;;339;78;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;21/01/2017;13;Infantil;;;adulto;;;feminino;32;;95;77;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;20/01/2017;12;franquia;;;adulto;;;unisex;45;;311;50;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
08/01/2017;31/01/2017;23;Infantil;;;infantil;;;feminino;12;;289;86;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;23/01/2017;15;Infantil;;;adulto;;;masculino;40;;313;64;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
08/01/2017;11/01/2017;3;franquia;;;infantil;;;feminino;18;;109;93;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;15/02/2017;38;franquia;;;infantil;;;unisex;14;;272;91;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
08/01/2020;20/01/2020;12;franquia;;;infantil;;;unisex;27;;83;83;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
08/01/2017;17/01/2017;9;Infantil;;;adulto;;;unisex;43;;178;95;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
08/01/2017;12/02/2017;35;Infantil;;;infantil;;;feminino;20;;122;96;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
08/01/2017;15/01/2017;7;franquia;;;adulto;;;unisex;44;;317;84;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
08/01/2017;26/01/2017;18;franquia;;;adulto;;;unisex;46;;291;82;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
08/01/2017;10/01/2017;2;Infantil;;;infantil;;;feminino;16;;297;45;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
08/01/2017;30/01/2017;22;franquia;;;adulto;;;masculino;31;;181;73;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
08/01/2017;11/01/2017;3;franquia;;;infantil;;;feminino;25;;158;36;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
08/01/2020;06/02/2020;29;Infantil;;;infantil;;;masculino;13;;212;36;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
08/01/2017;13/02/2017;36;franquia;;;infantil;;;feminino;17;;178;81;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
08/01/2017;21/01/2017;13;Infantil;;;adulto;;;masculino;42;;79;85;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
08/01/2020;18/01/2020;10;Infantil;;;adulto;;;masculino;42;;221;37;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
08/01/2017;15/01/2017;7;franquia;;;adulto;;;unisex;41;;97;86;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
08/01/2020;20/01/2020;12;Infantil;;;adulto;;;masculino;37;;313;38;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
08/01/2017;08/02/2017;31;franquia;;;infantil;;;unisex;16;;222;77;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
08/01/2020;23/01/2020;15;Infantil;;;adulto;;;feminino;42;;249;65;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
08/01/2017;14/02/2017;37;franquia;;;infantil;;;unisex;24;;304;93;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
09/01/2017;13/01/2017;4;franquia;;;infantil;;;unisex;24;;61;96;8253;CHAVEIRO HAVAIANAS LOGO                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;12/01/2017;3;franquia;;;infantil;;;masculino;24;;92;56;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
09/01/2017;22/01/2017;13;franquia;;;infantil;;;unisex;16;;220;38;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
09/01/2017;02/02/2017;24;Infantil;;;infantil;;;feminino;14;;104;78;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;05/02/2017;27;franquia;;;adulto;;;masculino;35;;342;86;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
09/01/2017;23/01/2017;14;Infantil;;;infantil;;;masculino;12;;157;81;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
09/01/2020;08/02/2020;30;Infantil;;;infantil;;;feminino;29;;241;36;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
09/01/2017;19/01/2017;10;Infantil;;;adulto;;;feminino;33;;133;55;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
09/01/2017;22/01/2017;13;franquia;;;adulto;;;masculino;30;;146;51;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
09/01/2017;11/01/2017;2;Infantil;;;adulto;;;masculino;36;;133;68;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
09/01/2017;30/01/2017;21;Infantil;;;adulto;;;masculino;46;;277;48;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;24/01/2017;15;Infantil;;;adulto;;;unisex;43;;55;37;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
09/01/2017;12/01/2017;3;Infantil;;;infantil;;;masculino;23;;75;78;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2020;13/01/2020;4;Infantil;;;adulto;;;masculino;35;;269;88;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
09/01/2017;22/01/2017;13;Infantil;;;adulto;;;masculino;38;;233;46;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
09/01/2020;11/01/2020;2;franquia;;;infantil;;;masculino;29;;115;86;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
09/01/2017;19/01/2017;10;Infantil;;;infantil;;;masculino;22;;91;41;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
09/01/2017;25/01/2017;16;franquia;;;infantil;;;masculino;25;;66;38;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
09/01/2017;07/02/2017;29;franquia;;;infantil;;;masculino;11;;93;41;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;01/02/2017;23;Infantil;;;infantil;;;masculino;20;;207;84;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;17/01/2017;8;franquia;;;adulto;;;unisex;46;;325;59;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
09/01/2017;02/02/2017;24;franquia;;;adulto;;;unisex;31;;85;88;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
09/01/2017;13/01/2017;4;Infantil;;;adulto;;;unisex;38;;87;71;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
09/01/2017;20/01/2017;11;franquia;;;infantil;;;masculino;13;;88;72;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
09/01/2017;12/01/2017;3;Infantil;;;adulto;;;feminino;38;;169;82;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;10/02/2017;32;Infantil;;;adulto;;;feminino;43;;140;48;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
09/01/2020;29/01/2020;20;franquia;;;infantil;;;feminino;28;;83;62;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
09/01/2017;01/02/2017;23;franquia;;;adulto;;;unisex;35;;297;55;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
09/01/2017;25/01/2017;16;Infantil;;;adulto;;;masculino;45;;324;63;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
09/01/2020;12/01/2020;3;Infantil;;;infantil;;;feminino;15;;320;62;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
09/01/2017;10/02/2017;32;franquia;;;adulto;;;unisex;43;;184;63;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
09/01/2017;12/02/2017;34;Infantil;;;infantil;;;masculino;15;;189;48;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
09/01/2017;29/01/2017;20;Infantil;;;adulto;;;unisex;44;;341;77;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
09/01/2017;10/02/2017;32;Infantil;;;adulto;;;unisex;46;;237;93;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
10/01/2017;02/02/2017;23;franquia;;;adulto;;;masculino;33;;172;54;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
10/01/2017;02/02/2017;23;Infantil;;;infantil;;;masculino;25;;348;80;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
10/01/2017;17/01/2017;7;franquia;;;adulto;;;feminino;34;;263;45;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2020;03/02/2020;24;franquia;;;adulto;;;unisex;32;;273;61;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
10/01/2020;20/01/2020;10;franquia;;;infantil;;;feminino;20;;274;43;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
10/01/2017;17/02/2017;38;Infantil;;;infantil;;;feminino;18;;214;72;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
10/01/2017;15/01/2017;5;franquia;;;adulto;;;masculino;45;;76;76;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
10/01/2017;02/02/2017;23;franquia;;;adulto;;;unisex;33;;341;36;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
10/01/2017;24/01/2017;14;franquia;;;infantil;;;unisex;11;;333;88;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
10/01/2017;25/01/2017;15;Infantil;;;infantil;;;feminino;12;;190;43;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
10/01/2017;26/01/2017;16;franquia;;;adulto;;;masculino;40;;179;81;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
10/01/2017;23/01/2017;13;franquia;;;adulto;;;feminino;33;;290;60;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2017;07/02/2017;28;Infantil;;;infantil;;;masculino;20;;319;95;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
10/01/2017;15/02/2017;36;Infantil;;;adulto;;;masculino;34;;110;65;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
10/01/2017;16/01/2017;6;franquia;;;infantil;;;masculino;23;;70;51;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
10/01/2017;12/02/2017;33;Infantil;;;adulto;;;unisex;46;;86;53;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
10/01/2017;23/01/2017;13;Infantil;;;infantil;;;masculino;25;;326;44;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
10/01/2017;24/01/2017;14;franquia;;;infantil;;;unisex;26;;78;65;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2017;21/01/2017;11;franquia;;;adulto;;;masculino;35;;81;87;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2017;17/01/2017;7;franquia;;;adulto;;;feminino;37;;343;67;8253;CHAVEIRO HAVAIANAS LOGO                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2020;05/02/2020;26;Infantil;;;infantil;;;feminino;25;;325;45;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
10/01/2017;19/01/2017;9;Infantil;;;adulto;;;masculino;43;;244;38;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
10/01/2017;15/02/2017;36;franquia;;;infantil;;;unisex;29;;260;82;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
10/01/2017;01/02/2017;22;franquia;;;infantil;;;unisex;26;;128;43;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
10/01/2017;08/02/2017;29;Infantil;;;infantil;;;masculino;29;;163;78;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
10/01/2017;11/02/2017;32;franquia;;;adulto;;;feminino;35;;173;40;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
10/01/2020;14/01/2020;4;franquia;;;adulto;;;feminino;40;;242;78;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
10/01/2017;02/02/2017;23;franquia;;;adulto;;;feminino;42;;283;92;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
10/01/2017;24/01/2017;14;Infantil;;;adulto;;;unisex;39;;232;55;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
10/01/2020;20/01/2020;10;franquia;;;infantil;;;unisex;28;;94;82;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
10/01/2020;03/02/2020;24;Infantil;;;adulto;;;feminino;37;;343;80;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
10/01/2017;10/02/2017;31;Infantil;;;adulto;;;unisex;36;;212;77;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
10/01/2017;02/02/2017;23;Infantil;;;infantil;;;masculino;22;;262;82;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
10/01/2017;27/01/2017;17;Infantil;;;adulto;;;masculino;43;;109;42;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
10/01/2017;12/02/2017;33;Infantil;;;adulto;;;feminino;44;;172;78;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
10/01/2017;03/02/2017;24;franquia;;;adulto;;;masculino;37;;241;42;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
11/01/2017;02/02/2017;22;Infantil;;;adulto;;;masculino;45;;127;78;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
11/01/2017;31/01/2017;20;franquia;;;adulto;;;masculino;33;;50;41;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
11/01/2020;19/01/2020;8;Infantil;;;adulto;;;masculino;30;;296;91;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
11/01/2017;02/02/2017;22;Infantil;;;infantil;;;masculino;23;;311;54;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
11/01/2017;06/02/2017;26;franquia;;;infantil;;;feminino;16;;173;68;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;17/01/2017;6;Infantil;;;adulto;;;feminino;43;;159;96;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
11/01/2017;05/02/2017;25;Infantil;;;infantil;;;unisex;21;;235;80;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
11/01/2017;16/02/2017;36;Infantil;;;infantil;;;masculino;29;;96;70;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
11/01/2017;26/01/2017;15;Infantil;;;infantil;;;masculino;23;;183;60;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2020;01/02/2020;21;franquia;;;infantil;;;unisex;29;;186;71;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
11/01/2017;15/01/2017;4;Infantil;;;adulto;;;feminino;34;;310;76;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
11/01/2017;21/01/2017;10;Infantil;;;adulto;;;masculino;45;;90;90;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
11/01/2017;14/01/2017;3;Infantil;;;infantil;;;feminino;28;;317;83;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
11/01/2020;19/01/2020;8;Infantil;;;infantil;;;feminino;19;;102;78;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
11/01/2017;15/02/2017;35;franquia;;;infantil;;;feminino;18;;228;80;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
11/01/2017;09/02/2017;29;Infantil;;;adulto;;;masculino;30;;299;53;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
11/01/2017;01/02/2017;21;Infantil;;;infantil;;;unisex;13;;200;83;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
11/01/2017;31/01/2017;20;franquia;;;infantil;;;feminino;16;;285;56;8265;TOALHA HAVAIANAS ANIMALS N              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;15/01/2017;4;Infantil;;;infantil;;;feminino;25;;189;47;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
11/01/2017;30/01/2017;19;Infantil;;;infantil;;;masculino;19;;72;89;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
11/01/2017;19/01/2017;8;franquia;;;adulto;;;feminino;33;;322;88;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;13/01/2017;2;Infantil;;;adulto;;;feminino;44;;164;71;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
11/01/2017;15/01/2017;4;franquia;;;infantil;;;masculino;28;;124;79;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
11/01/2020;15/02/2020;35;franquia;;;infantil;;;feminino;18;;262;96;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
11/01/2020;24/01/2020;13;franquia;;;infantil;;;masculino;25;;270;93;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
11/01/2017;26/01/2017;15;Infantil;;;infantil;;;feminino;20;;205;79;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;10/02/2017;30;franquia;;;adulto;;;masculino;34;;61;94;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
11/01/2017;22/01/2017;11;franquia;;;infantil;;;masculino;26;;220;86;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
11/01/2017;30/01/2017;19;franquia;;;infantil;;;masculino;28;;335;87;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;16/01/2017;5;Infantil;;;adulto;;;unisex;44;;98;52;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2020;16/02/2020;36;franquia;;;adulto;;;masculino;41;;211;87;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
11/01/2017;25/01/2017;14;franquia;;;infantil;;;unisex;14;;315;41;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
11/01/2017;17/01/2017;6;Infantil;;;adulto;;;feminino;33;;291;87;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
11/01/2020;14/02/2020;34;Infantil;;;adulto;;;masculino;38;;158;53;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
11/01/2017;21/01/2017;10;Infantil;;;infantil;;;masculino;24;;65;39;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
11/01/2017;04/02/2017;24;Infantil;;;infantil;;;unisex;24;;135;77;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
